course_code,title,instructor,meeting_times,prerequisites,department,description,source,text
ECON1301,Economics of Education I,,,,Economics,"This course teaches students how to use microeconomics to analyze a broad array of education policy issues. The departure of this course from ECON 1110 is the emphasis on studying microeconomics in applied settings, and in particular, using microeonomic concepts to think about, analyze, and solve policy questions in education.",BULLETIN,"Economics of Education I This course teaches students how to use microeconomics to analyze a broad array of education policy issues. The departure of this course from ECON 1110 is the emphasis on studying microeconomics in applied settings, and in particular, using microeonomic concepts to think about, analyze, and solve policy questions in education. Economics"
ECON1310,Labor Economics,,,,Economics,"This class covers theoretical and empirical analyses of wage and employment determination in the U.S. labor market and examines the impact of labor market institutions and government policy on worker outcomes. Topics include labor supply, labor demand, labor market equilibrium, minimum wages, monopsony power, labor exploitation, human capital, wage inequality, and labor market discrimination. Special attention is paid to issues that arise when attempting to draw credible inferences from non-experimental data and to the types of research designs that can address these issues.",BULLETIN,"Labor Economics This class covers theoretical and empirical analyses of wage and employment determination in the U.S. labor market and examines the impact of labor market institutions and government policy on worker outcomes. Topics include labor supply, labor demand, labor market equilibrium, minimum wages, monopsony power, labor exploitation, human capital, wage inequality, and labor market discrimination. Special attention is paid to issues that arise when attempting to draw credible inferences from non-experimental data and to the types of research designs that can address these issues. Economics"
ECON1315,"Health, Education, and Social Policy",,,,Economics,"The goal of the course is to help students to use economic theory and modern empirical methodology to think critically about the relative costs and benefits of health and education policies. By the end of the course students should feel comfortable critically evaluating proposals meant to increase human capital through school reforms, increased access to health care, or improved health environments.",BULLETIN,"Health, Education, and Social Policy The goal of the course is to help students to use economic theory and modern empirical methodology to think critically about the relative costs and benefits of health and education policies. By the end of the course students should feel comfortable critically evaluating proposals meant to increase human capital through school reforms, increased access to health care, or improved health environments. Economics"
ECON1330,Gender and Development,,,,Economics,"This course explores gender-specific challenges in development, examining how gender outcomes evolve with economic processes. Students will engage with theoretical frameworks and recent empirical research papers to understand the intersectionality of gender with important phenomenon studied in Development Economics. This course is ideal for students interested in applying insights and techniques from microeconomics and econometrics.",BULLETIN,"Gender and Development This course explores gender-specific challenges in development, examining how gender outcomes evolve with economic processes. Students will engage with theoretical frameworks and recent empirical research papers to understand the intersectionality of gender with important phenomenon studied in Development Economics. This course is ideal for students interested in applying insights and techniques from microeconomics and econometrics. Economics"
ECON1340,Economics of Global Warming,,,,Economics,"The problem of global warming can be usefully be described with the following simple economic model. We face a tradeoff between current consumption, future consumption, and future climate, have preferences over consumption and future climate and would like to choose our optimal climate/consumption bundle. This course is organized around filling in the details required to make this model useful, characterizing the optimal climate/consumption path suggested by the model, and finally, investigating policies to achieve the optimal path.",BULLETIN,"Economics of Global Warming The problem of global warming can be usefully be described with the following simple economic model. We face a tradeoff between current consumption, future consumption, and future climate, have preferences over consumption and future climate and would like to choose our optimal climate/consumption bundle. This course is organized around filling in the details required to make this model useful, characterizing the optimal climate/consumption path suggested by the model, and finally, investigating policies to achieve the optimal path. Economics"
ECON1345,Climate Change and the Commons,,,,Economics,"This discussion-based seminar course aims to help students understand the different political challenges related to climate change. We will begin with an overview of the causes and consequences of climate change, emphasizing how the average effects conceal net winners and losers under the current status quo. Subsequently, we will step back to build a conceptual framework to understand the complexities underlying the Tragedy of the Commons, as well as the basics of market and non-market solutions. Finally, we will return to climate change to discuss the challenges of addressing it, both globally and within individual countries, that stem from the Tragedy of the Commons.",BULLETIN,"Climate Change and the Commons This discussion-based seminar course aims to help students understand the different political challenges related to climate change. We will begin with an overview of the causes and consequences of climate change, emphasizing how the average effects conceal net winners and losers under the current status quo. Subsequently, we will step back to build a conceptual framework to understand the complexities underlying the Tragedy of the Commons, as well as the basics of market and non-market solutions. Finally, we will return to climate change to discuss the challenges of addressing it, both globally and within individual countries, that stem from the Tragedy of the Commons. Economics"
ECON1360,Health Economics,,,,Economics,"This class covers healthcare in the U.S. from an economic perspective. A major theme is attempting to understand why the U.S. has the lowest life expectancy among all wealthy nations while at the same time having by far the highest per-capita spending on healthcare. Topics include publicly provided health insurance; healthcare discrimination in the U.S.; the relationships between socioeconomic status, health and human capital; and the U.S response to COVID-19. We also examine the impact of government policy and healthcare institutions on health outcomes in the U.S., with a strong emphasis placed on determining the credibility of published empirical evidence.",BULLETIN,"Health Economics This class covers healthcare in the U.S. from an economic perspective. A major theme is attempting to understand why the U.S. has the lowest life expectancy among all wealthy nations while at the same time having by far the highest per-capita spending on healthcare. Topics include publicly provided health insurance; healthcare discrimination in the U.S.; the relationships between socioeconomic status, health and human capital; and the U.S response to COVID-19. We also examine the impact of government policy and healthcare institutions on health outcomes in the U.S., with a strong emphasis placed on determining the credibility of published empirical evidence. Economics"
ECON1375,Inequality of Opportunity in the US,,,,Economics,"This course examines empirical evidence on inequality of opportunity in the US. We cover recent work in economics that measures the importance of parents, schools, health care, neighborhoods, income, and race in determining children's long-term labor market success, and implications of these findings for US public policy. We will also place the empirical work in historical and philosophical context and cover a variety of statistical issues.",BULLETIN,"Inequality of Opportunity in the US This course examines empirical evidence on inequality of opportunity in the US. We cover recent work in economics that measures the importance of parents, schools, health care, neighborhoods, income, and race in determining children's long-term labor market success, and implications of these findings for US public policy. We will also place the empirical work in historical and philosophical context and cover a variety of statistical issues. Economics"
ECON1385,Intergenerational Poverty in America,,,,Economics,"In the US, the children of poor parents are eight times more likely to grow up to be poor than the children of high-income parents. What accounts for this? In this course we try to answer this question by examining how poverty influences child development and, ultimately, their income and wellbeing in adulthood. We will begin the course with an overview of poverty and intergenerational mobility in America, looking at historical trends and placing the US in international context. To understand why poverty is persistent across generations in the US, we begin with the economic model of skill formation in childhood. We then consider the existing research exploring how a number of factors explain the intergenerational persistence of poverty, including parental time, pollution, infant and child health, the justice system, neighborhoods, stress, and preschool/education systems. This course will involve reading and discussion of economic research and a final independent research project that will require data analysis and the application of empirical methods students have learned in econ 1629/1630.",BULLETIN,"Intergenerational Poverty in America In the US, the children of poor parents are eight times more likely to grow up to be poor than the children of high-income parents. What accounts for this? In this course we try to answer this question by examining how poverty influences child development and, ultimately, their income and wellbeing in adulthood. We will begin the course with an overview of poverty and intergenerational mobility in America, looking at historical trends and placing the US in international context. To understand why poverty is persistent across generations in the US, we begin with the economic model of skill formation in childhood. We then consider the existing research exploring how a number of factors explain the intergenerational persistence of poverty, including parental time, pollution, infant and child health, the justice system, neighborhoods, stress, and preschool/education systems. This course will involve reading and discussion of economic research and a final independent research project that will require data analysis and the application of empirical methods students have learned in econ 1629/1630. Economics"
ECON1400,The Economics of Mass Media,,,,Economics,"The mass media shape our culture and politics but are also shaped by their economic incentives. In this course we will use tools from microeconomics and econometrics to study the effects of mass media on economic, social and political behavior, and to study the factors that shape media content and availability. We will develop implications for business and public policy. Students will complete weekly readings, bi-weekly assignments, a take-home midterm, and a final paper and presentation. Class time will be devoted to a mix of lecture and discussion of readings and lecture topics.",BULLETIN,"The Economics of Mass Media The mass media shape our culture and politics but are also shaped by their economic incentives. In this course we will use tools from microeconomics and econometrics to study the effects of mass media on economic, social and political behavior, and to study the factors that shape media content and availability. We will develop implications for business and public policy. Students will complete weekly readings, bi-weekly assignments, a take-home midterm, and a final paper and presentation. Class time will be devoted to a mix of lecture and discussion of readings and lecture topics. Economics"
ECON1410,Urban Economics,,,,Economics,"The first part of the course covers the set of conceptual and mathematical models widely used to understand economic activity both between and within cities. The second part of the course examines various urban policy issues including urban transportation, housing, urban poverty, segregation and crime. The course makes extensive use of empirical evidence taken primarily from the United States.",BULLETIN,"Urban Economics The first part of the course covers the set of conceptual and mathematical models widely used to understand economic activity both between and within cities. The second part of the course examines various urban policy issues including urban transportation, housing, urban poverty, segregation and crime. The course makes extensive use of empirical evidence taken primarily from the United States. Economics"
ECON1430,The Economics of Social Policy,,,,Economics,"This course will cover research topics in the economics of social policy. The course will focus on understanding the context for key social policies in health, education, social welfare and other areas as well as understanding the methods that economists use to generate causal impacts of these policies.",BULLETIN,"The Economics of Social Policy This course will cover research topics in the economics of social policy. The course will focus on understanding the context for key social policies in health, education, social welfare and other areas as well as understanding the methods that economists use to generate causal impacts of these policies. Economics"
ECON1470,Bargaining Theory and Applications,,,,Economics,"Bargaining theory is emerging as an important area within the general rubric of game theory. Emphasis is on providing a relatively elementary version of the theory in order to make it accessible to a large number of students. Covers introductory concepts in game theory, strategic and axiomatic theories of bargaining and their connections, applications to competitive markets, strikes, etc.",BULLETIN,"Bargaining Theory and Applications Bargaining theory is emerging as an important area within the general rubric of game theory. Emphasis is on providing a relatively elementary version of the theory in order to make it accessible to a large number of students. Covers introductory concepts in game theory, strategic and axiomatic theories of bargaining and their connections, applications to competitive markets, strikes, etc. Economics"
ECON1490,Theory of Market Design,,,ECON 1110 or ECON 1130,Economics,"How can we use economic theory to better design economic markets? This course studies various theoretical models that help understand important design features in many real-world markets. Topics include market entry, pricing, search, auctions, matching, reputation, and peer-to-peer platform design. We will develop theoretical “case studies” of several real-world markets (egs. eBay, Airbnb, Google advertising, Uber, Tinder, TaskRabbit). Prerequisites: ECON 1110 or ECON 1130. While ECON 1870 is not a prerequisite, you may benefit from familiarity with this course material.",BULLETIN,"Theory of Market Design How can we use economic theory to better design economic markets? This course studies various theoretical models that help understand important design features in many real-world markets. Topics include market entry, pricing, search, auctions, matching, reputation, and peer-to-peer platform design. We will develop theoretical “case studies” of several real-world markets (egs. eBay, Airbnb, Google advertising, Uber, Tinder, TaskRabbit). Prerequisites: ECON 1110 or ECON 1130. While ECON 1870 is not a prerequisite, you may benefit from familiarity with this course material. Economics"
ECON1510,Economic Development,,,,Economics,"This course is an introduction to development economics and related policy questions. It discusses the measurement of poverty and inequality; growth; population change; health and education; resource allocation and gender; land and agriculture; and credit, insurance, and savings. The course provides a theoretical framework for the economic analysis of specific problems associated with developing economies, and introduces empirical methods used to evaluate policies aimed at solving these problems. By the end of the class, students will be able to discuss some of the “hot topics” in development, like microfinance, family planning, or the problem of “missing women” in South-East Asia.",BULLETIN,"Economic Development This course is an introduction to development economics and related policy questions. It discusses the measurement of poverty and inequality; growth; population change; health and education; resource allocation and gender; land and agriculture; and credit, insurance, and savings. The course provides a theoretical framework for the economic analysis of specific problems associated with developing economies, and introduces empirical methods used to evaluate policies aimed at solving these problems. By the end of the class, students will be able to discuss some of the “hot topics” in development, like microfinance, family planning, or the problem of “missing women” in South-East Asia. Economics"
ECON1520,"Culture, History and Comparative Development",,,,Economics,"Why are some societies rich and others poor? While typical answers emphasize proximate causes like factor accumulation, technological progress, and demographic change, weighing the shadow of history on contemporary economic performance occupies an increasing part of the agenda among growth and development economists. This course will critically survey the recent empirical literature highlighting the role of historical events and geographic endowments in shaping social, political, and cultural factors and the process of development.",BULLETIN,"Culture, History and Comparative Development Why are some societies rich and others poor? While typical answers emphasize proximate causes like factor accumulation, technological progress, and demographic change, weighing the shadow of history on contemporary economic performance occupies an increasing part of the agenda among growth and development economists. This course will critically survey the recent empirical literature highlighting the role of historical events and geographic endowments in shaping social, political, and cultural factors and the process of development. Economics"
ECON1530,"Health, Hunger and the Household in Developing Countries",,,,Economics,"Microeconomic analysis of household behavior in low income societies emphasizing the economic determinants of health and nutrition and the evaluation of policy. The relationship among health, nutrition, fertility, savings, schooling, labor productivity, wage determination, and gender-based inequality. Emphasizes theoretically-based empirical research.",BULLETIN,"Health, Hunger and the Household in Developing Countries Microeconomic analysis of household behavior in low income societies emphasizing the economic determinants of health and nutrition and the evaluation of policy. The relationship among health, nutrition, fertility, savings, schooling, labor productivity, wage determination, and gender-based inequality. Emphasizes theoretically-based empirical research. Economics"
ECON1545,"Topics in Macroeconomics, Development and International Economics",,,,Economics,"This class is a senior seminar that covers selected topics at the intersection of macroeconomics, economic development and international trade. The leading theme of the class is the determinants of the observed cross-country differences in income per capita and growth rates. We will consider a wide range of theories to explain such disparities in economic outcomes, with a special focus on theories that stress problems in financial markets. We will also study the role of wealth inequality. We may also cover structural change, the link between volatility, diversification and development, and selected topics in international trade.",BULLETIN,"Topics in Macroeconomics, Development and International Economics This class is a senior seminar that covers selected topics at the intersection of macroeconomics, economic development and international trade. The leading theme of the class is the determinants of the observed cross-country differences in income per capita and growth rates. We will consider a wide range of theories to explain such disparities in economic outcomes, with a special focus on theories that stress problems in financial markets. We will also study the role of wealth inequality. We may also cover structural change, the link between volatility, diversification and development, and selected topics in international trade. Economics"
ECON1560,Economic Growth,,,,Economics,"A theoretical and empirical examination of economic growth and income differences among countries. Focuses on both the historical experience of countries that are currently rich and the process of catch-up among poor countries. Topics include population growth, accumulation of physical and human capital, technological change, natural resources, income distribution, geography, government, and culture.",BULLETIN,"Economic Growth A theoretical and empirical examination of economic growth and income differences among countries. Focuses on both the historical experience of countries that are currently rich and the process of catch-up among poor countries. Topics include population growth, accumulation of physical and human capital, technological change, natural resources, income distribution, geography, government, and culture. Economics"
ECON1620,Introduction to Econometrics,,,,Economics,"This course introduces the statistical methods used to analyze economic data. Economists often need to test the validity of competing theories and to analyze government and business policies. Econometrics provide them with the necessary tools. The course starts with an exposition of essential probability concepts. Then, students will be introduced to statistical inference, estimation and hypothesis testing. The third part of the course will be devoted to regression analysis. Theory is illustrated with examples, and emphasis will be placed on the connection between the theory and application. This practice will be reinforced by computer lectures using Stata, a computer software commonly used by economists for data analysis. This course is a prerequisite for many applied economics courses at Brown and for higher level econometrics.",BULLETIN,"Introduction to Econometrics This course introduces the statistical methods used to analyze economic data. Economists often need to test the validity of competing theories and to analyze government and business policies. Econometrics provide them with the necessary tools. The course starts with an exposition of essential probability concepts. Then, students will be introduced to statistical inference, estimation and hypothesis testing. The third part of the course will be devoted to regression analysis. Theory is illustrated with examples, and emphasis will be placed on the connection between the theory and application. This practice will be reinforced by computer lectures using Stata, a computer software commonly used by economists for data analysis. This course is a prerequisite for many applied economics courses at Brown and for higher level econometrics. Economics"
ECON1629,Applied Research Methods for Economists,,,,Economics,"This class will cover the basics of applied research in economics. We will cover how we use economic theory to formulate a hypothesis to test and how we use data to test our hypothesis. As part of the coursework, students will be exposed to topics across multiple fields of applied economic research (eg, health, labor, political economy, urban economics, development, etc.) that can be explored in greater detail in more advanced classes. Students will read and discuss papers published in professional journals and perform data analysis.",BULLETIN,"Applied Research Methods for Economists This class will cover the basics of applied research in economics. We will cover how we use economic theory to formulate a hypothesis to test and how we use data to test our hypothesis. As part of the coursework, students will be exposed to topics across multiple fields of applied economic research (eg, health, labor, political economy, urban economics, development, etc.) that can be explored in greater detail in more advanced classes. Students will read and discuss papers published in professional journals and perform data analysis. Economics"
ECON1630,Mathematical Econometrics I,,,,Economics,"Advanced introduction to econometrics with applications in finance and economics. How to formulate and test economic questions of interest. The multivariate linear regression model is treated in detail, including tests of the model's underlying assumptions. Other topics include: asymptotic analysis, instrumental variable estimation, and likelihood analysis. Convergence concepts and matrix algebra are used extensively.",BULLETIN,"Mathematical Econometrics I Advanced introduction to econometrics with applications in finance and economics. How to formulate and test economic questions of interest. The multivariate linear regression model is treated in detail, including tests of the model's underlying assumptions. Other topics include: asymptotic analysis, instrumental variable estimation, and likelihood analysis. Convergence concepts and matrix algebra are used extensively. Economics"
ECON1640,Mathematical Econometrics II,,,,Economics,"Continuation of ECON 1630 with an emphasis on econometric modeling and applications. Includes applied topics from labor, finance, and macroeconomics.",BULLETIN,"Mathematical Econometrics II Continuation of ECON 1630 with an emphasis on econometric modeling and applications. Includes applied topics from labor, finance, and macroeconomics. Economics"
ECON1660,Big Data,,,,Economics,"The spread of information technology has lead to the generation of vast amounts of data on human behavior. This course explores ways to use this data to better understand the societies in which we live. The course weaves together methods from machine learning (OLS, LASSO, trees) and economics (reduced form causal inference, economic theory, structural modeling) to answer real world questions in a sequence of projects. We will use these projects as a backdrop to weigh the importance of causality, precision, and computational efficiency. Knowledge of basic econometrics and programming is assumed.",BULLETIN,"Big Data The spread of information technology has lead to the generation of vast amounts of data on human behavior. This course explores ways to use this data to better understand the societies in which we live. The course weaves together methods from machine learning (OLS, LASSO, trees) and economics (reduced form causal inference, economic theory, structural modeling) to answer real world questions in a sequence of projects. We will use these projects as a backdrop to weigh the importance of causality, precision, and computational efficiency. Knowledge of basic econometrics and programming is assumed. Economics"
ECON1670,Advanced Topics in Econometrics,,,,Economics,"This class will present advanced topics in Econometrics. The focus will be on cross-sectional methods; the class will start with some basic results needed for any advanced econometrics work, before giving an introduction to asymptotic and identification techniques and concepts, with some applications.",BULLETIN,"Advanced Topics in Econometrics This class will present advanced topics in Econometrics. The focus will be on cross-sectional methods; the class will start with some basic results needed for any advanced econometrics work, before giving an introduction to asymptotic and identification techniques and concepts, with some applications. Economics"
ECON1680,"Machine Learning, Text Analysis, and Economics",,,,Economics,"Economists need advanced methods to study data that is complex, high-dimensional, and unstructured. The goal of this course is to highlight the key challenges of working with such data in economics and what machine learning and text analysis methods can be used to address them. Private sector companies, government agencies, and economics graduate programs are all looking for individuals with an understanding of these advanced methods and experience in applying them to real-world problems. This course is designed to help to meet that demand. This course will meet once a week. Lectures will introduce students to new material and include discussions of current economics research using machine learning and text analysis methods. They will also include applied exercises demonstrating methods covered in class and will focus on developing writing assignments and providing peer feedback.",BULLETIN,"Machine Learning, Text Analysis, and Economics Economists need advanced methods to study data that is complex, high-dimensional, and unstructured. The goal of this course is to highlight the key challenges of working with such data in economics and what machine learning and text analysis methods can be used to address them. Private sector companies, government agencies, and economics graduate programs are all looking for individuals with an understanding of these advanced methods and experience in applying them to real-world problems. This course is designed to help to meet that demand. This course will meet once a week. Lectures will introduce students to new material and include discussions of current economics research using machine learning and text analysis methods. They will also include applied exercises demonstrating methods covered in class and will focus on developing writing assignments and providing peer feedback. Economics"
ECON1710,Investments I,,,,Economics,"The function and operation of asset markets; the determinants of the prices of stocks, bonds, options, and futures; the relations between risk, return, and investment management; the capital asset pricing model, normative portfolio management, and market efficiency.",BULLETIN,"Investments I The function and operation of asset markets; the determinants of the prices of stocks, bonds, options, and futures; the relations between risk, return, and investment management; the capital asset pricing model, normative portfolio management, and market efficiency. Economics"
ECON1720,Corporate Finance,,,,Economics,"A study of theories of decision-making within corporations, with empirical evidence as background. Topics include capital budgeting, risk, securities issuance, capital structure, dividend policy, compensation policy, mergers and acquisitions, leveraged buyouts and corporate restructuring.",BULLETIN,"Corporate Finance A study of theories of decision-making within corporations, with empirical evidence as background. Topics include capital budgeting, risk, securities issuance, capital structure, dividend policy, compensation policy, mergers and acquisitions, leveraged buyouts and corporate restructuring. Economics"
ECON1730,"Venture Capital, Private Equity, and Entrepreneurship",,,,Economics,"This course will use a combination of lectures and case discussions to prepare students to make decisions, both as entrepreneurs and venture capitalists, regarding the financing of rapidly growing firms. The course will focus on the following five areas:1. Business valuation2. Financing3. Venture Capital Industry4. Employment5. Exit",BULLETIN,"Venture Capital, Private Equity, and Entrepreneurship This course will use a combination of lectures and case discussions to prepare students to make decisions, both as entrepreneurs and venture capitalists, regarding the financing of rapidly growing firms. The course will focus on the following five areas:1. Business valuation2. Financing3. Venture Capital Industry4. Employment5. Exit Economics"
ECON1750,Investments II,,,,Economics,"Individual securities: forwards, futures, options and basic derivatives, pricing conditions. Financial markets: main empirical features, equity premium and risk-free rate puzzles, consumption based asset pricing models, stock market participation, international diversification, and topics in behavioral finance.",BULLETIN,"Investments II Individual securities: forwards, futures, options and basic derivatives, pricing conditions. Financial markets: main empirical features, equity premium and risk-free rate puzzles, consumption based asset pricing models, stock market participation, international diversification, and topics in behavioral finance. Economics"
ECON1760,Financial Institutions,,,,Economics,"This course analyzes the role of financial institutions in allocating resources, managing risk, and exerting corporate governance over firms. After studying interest rate determination, the risk and term structure of interest rates, derivatives, and the role of central banks, it takes an international perspective in examining the emergence, operation, and regulation of financial institutions, especially banks.",BULLETIN,"Financial Institutions This course analyzes the role of financial institutions in allocating resources, managing risk, and exerting corporate governance over firms. After studying interest rate determination, the risk and term structure of interest rates, derivatives, and the role of central banks, it takes an international perspective in examining the emergence, operation, and regulation of financial institutions, especially banks. Economics"
ECON1770,Crisis Economics,,,,Economics,"This course analyzes the economics of financial crises, starting from the preceding run-up and credit market froth, to how crises are initially triggered, amplified, and propagated to the broader macroeconomy. We will devote considerable time to the workings of the financial system, especially financial intermediation and the role of the central bank. The course aims to ground this in economic theory and empirical analyses: as such, many of the readings will be recent journal articles and working papers. By the end of this course, students will be familiar with the systematic forces that drive financial fragility, and the tradeoffs that policy makers face before, during, and after the crises. They will be able to apply the framework to analyze real world scenarios and current events.",BULLETIN,"Crisis Economics This course analyzes the economics of financial crises, starting from the preceding run-up and credit market froth, to how crises are initially triggered, amplified, and propagated to the broader macroeconomy. We will devote considerable time to the workings of the financial system, especially financial intermediation and the role of the central bank. The course aims to ground this in economic theory and empirical analyses: as such, many of the readings will be recent journal articles and working papers. By the end of this course, students will be familiar with the systematic forces that drive financial fragility, and the tradeoffs that policy makers face before, during, and after the crises. They will be able to apply the framework to analyze real world scenarios and current events. Economics"
ECON1780,Advanced Topics in Corporate Finance,,,,Economics,"This advanced, case-based seminar is focused on delving deeply into several key pillars of corporate finance: valuation, financing, cash management, and, importantly, business ethics. We will build upon concepts presented in earlier finance courses, in particular, ECON 1710 and ECON 1720, and will use MBA-level cases to explore in much greater detail several concepts introduced in these classes. This course is rigorous - we will be analyzing at least one case each week and qualitative and quantitative case write-ups will be required throughout the semester, as well as a comprehensive final project. We will have guest speakers throughout the semester.",BULLETIN,"Advanced Topics in Corporate Finance This advanced, case-based seminar is focused on delving deeply into several key pillars of corporate finance: valuation, financing, cash management, and, importantly, business ethics. We will build upon concepts presented in earlier finance courses, in particular, ECON 1710 and ECON 1720, and will use MBA-level cases to explore in much greater detail several concepts introduced in these classes. This course is rigorous - we will be analyzing at least one case each week and qualitative and quantitative case write-ups will be required throughout the semester, as well as a comprehensive final project. We will have guest speakers throughout the semester. Economics"
ECON1805,Experimental and Behavioral Economics,,,,Economics,"There is a rich literature on experimental economics, which sheds light on whether the predictions of economic theory materialize in controlled, laboratory settings. We will start by studying the methodology of experimental economics, and then delve into a range of classic and more recent topics that have been taken to the laboratory. A large focus of the class will be applications of experimental methods to behavioral economics",BULLETIN,"Experimental and Behavioral Economics There is a rich literature on experimental economics, which sheds light on whether the predictions of economic theory materialize in controlled, laboratory settings. We will start by studying the methodology of experimental economics, and then delve into a range of classic and more recent topics that have been taken to the laboratory. A large focus of the class will be applications of experimental methods to behavioral economics Economics"
ECON1820,Theory of Behavioral Economics,,,,Economics,"This course provides a formal introduction to behavioral economics, focusing mostly on individual decision making. For different choice domains, we start by analyzing the behavior implied by benchmark models used by economists (e.g. rational choice, expected utility, exponential discounting). Experimental and empirical evidence is then used to highlight some limitations of these models, and to motivate new models that have been introduced to account for these violations. We will cover, for instance, models of limited attention, non-expected utility, and hyperbolic discounting.",BULLETIN,"Theory of Behavioral Economics This course provides a formal introduction to behavioral economics, focusing mostly on individual decision making. For different choice domains, we start by analyzing the behavior implied by benchmark models used by economists (e.g. rational choice, expected utility, exponential discounting). Experimental and empirical evidence is then used to highlight some limitations of these models, and to motivate new models that have been introduced to account for these violations. We will cover, for instance, models of limited attention, non-expected utility, and hyperbolic discounting. Economics"
ECON1825,Behavioral Economics and Public Policy,,,,Economics,"This course explores ways that psychological research indicating systematic departures from classical economic assumptions can be translated into formal models that can be incorporated into economics. The course will emphasize careful interpretation and production of new evidence on relevant departures, formalizing this evidence into models that can generate sharp predictions using traditional economic approaches, and exploring implications of those models for public policy.",BULLETIN,"Behavioral Economics and Public Policy This course explores ways that psychological research indicating systematic departures from classical economic assumptions can be translated into formal models that can be incorporated into economics. The course will emphasize careful interpretation and production of new evidence on relevant departures, formalizing this evidence into models that can generate sharp predictions using traditional economic approaches, and exploring implications of those models for public policy. Economics"
ECON1830,Behavioral Finance,,,,Economics,"Over the past several decades, the field of finance has developed a successful paradigm based on the notions that investors and managers are generally rational and that the prices of securities are generally “efficient.” In recent years, however, theoretical and empirical research has shown this paradigm to be insufficient in describing the various features of actual financial markets. In this course we will examine how the insights of behavioral finance complement the traditional paradigm and shed light on the behavior of asset prices, corporate finance, financial crises, and other phenomena.",BULLETIN,"Behavioral Finance Over the past several decades, the field of finance has developed a successful paradigm based on the notions that investors and managers are generally rational and that the prices of securities are generally “efficient.” In recent years, however, theoretical and empirical research has shown this paradigm to be insufficient in describing the various features of actual financial markets. In this course we will examine how the insights of behavioral finance complement the traditional paradigm and shed light on the behavior of asset prices, corporate finance, financial crises, and other phenomena. Economics"
ECON1860,The Theory of General Equilibrium,,,,Economics,Existence and efficiency of equilibria for a competitive economy; comparative statistics; time and uncertainty.,BULLETIN,The Theory of General Equilibrium Existence and efficiency of equilibria for a competitive economy; comparative statistics; time and uncertainty. Economics
ECON1870,Game Theory and Applications to Economics,,,,Economics,Study of the elements of the theory of games. Non-cooperative games. Repeated games. Cooperative games. Applications include bargaining and oligopoly theory.,BULLETIN,Game Theory and Applications to Economics Study of the elements of the theory of games. Non-cooperative games. Repeated games. Cooperative games. Applications include bargaining and oligopoly theory. Economics
ECON1960,Honors Tutorial for Economics Majors,,,,Economics,"Students intending to write an honors thesis in economics must register for this class. The goal is to help students with the process of developing and writing their thesis. Particular focus will be on data analysis, identifying appropriate literature and testing hypotheses. Each student must find a thesis advisor with interests related to their topic. Students will plan to enroll in this course in both semesters.Note this course does not count toward Economics concentration credit.",BULLETIN,"Honors Tutorial for Economics Majors Students intending to write an honors thesis in economics must register for this class. The goal is to help students with the process of developing and writing their thesis. Particular focus will be on data analysis, identifying appropriate literature and testing hypotheses. Each student must find a thesis advisor with interests related to their topic. Students will plan to enroll in this course in both semesters.Note this course does not count toward Economics concentration credit. Economics"
ECON1970,Independent Research,,,,Economics,Section numbers vary by instructor. Please check Banner for the correct section number and CRN to use when registering for this course.,BULLETIN,Independent Research Section numbers vary by instructor. Please check Banner for the correct section number and CRN to use when registering for this course. Economics
EEPS0250,Computational Approaches to Modelling and Quantitative Analysis in Natural Sciences: An Introduction,,,"MATH 0090, 0100; PHYS 0030, 0040, or 0050, 0060.",EEPS,"Application of numerical analysis to mathematical modelling in the natural sciences including topics such as ground water and glacier flow, earthquakes, climate models, phase equilibrium, and population dynamics. Numerical methods will include the solution of linear algebraic systems of equations, numerical integration, solution of differential equations, time series analysis, statistical data analysis tools. Development of computer programming skills in the Matlab programming environment. Suggested prerequisites: MATH 0090, 0100; PHYS 0030, 0040, or 0050, 0060.",BULLETIN,"Computational Approaches to Modelling and Quantitative Analysis in Natural Sciences: An Introduction Application of numerical analysis to mathematical modelling in the natural sciences including topics such as ground water and glacier flow, earthquakes, climate models, phase equilibrium, and population dynamics. Numerical methods will include the solution of linear algebraic systems of equations, numerical integration, solution of differential equations, time series analysis, statistical data analysis tools. Development of computer programming skills in the Matlab programming environment. Suggested prerequisites: MATH 0090, 0100; PHYS 0030, 0040, or 0050, 0060. EEPS"
